Date,Close,High,Low,Open,Volume,VIX
2022-02-18,413.10247802734375,417.3169286772456,410.80973349176696,416.05162378874843,132642900,27.75
2022-02-22,408.6692199707031,414.3106880432505,405.13970962363817,410.8763470218224,124391800,28.809999465942383
2022-02-23,401.4199523925781,412.17965982281106,400.8491397025898,411.60884713282275,132578000,31.020000457763672
2022-02-24,407.4609069824219,407.89854643036176,390.66018580604356,391.0216723899827,213942900,30.31999969482422
2022-02-25,416.451171875,416.53678942012624,407.04235819092753,408.70721153366026,121804500,27.59000015258789
2022-02-28,415.3856506347656,416.879268816244,409.74418340085464,411.00945910677945,145615000,30.149999618530273
2022-03-01,409.0592346191406,415.89940583743686,406.328850741989,413.8730368322832,137785900,33.31999969482422
2022-03-02,416.5843200683594,418.32526799235706,410.5718149508346,411.33287905288876,117726500,30.739999771118164
2022-03-03,414.5104675292969,419.64772404988287,412.69339533336296,419.0388784266555,105501700,30.479999542236328
2022-03-04,411.1427001953125,412.28429655012116,407.0614228224781,410.74312259984873,113978200,31.979999542236328
2022-03-07,399.02252197265625,411.26632427366525,398.9559208722244,410.55281571036414,137896600,36.45000076293945
2022-03-08,395.99725341796875,406.42398378120083,394.92222920189033,399.2032805901927,164772700,35.130001068115234
2022-03-09,406.6142578125,408.61208756815955,402.247588950512,404.454715709769,116990800,32.45000076293945
2022-03-10,404.77825927734375,405.68201955908006,399.9834726061035,401.9622573252497,93972700,30.229999542236328
2022-03-11,399.63134765625,407.9080285582916,399.1176134243593,407.289660352299,95636300,30.75
2022-03-14,396.7107238769531,403.8933644587536,395.55960496561266,400.4114685461944,95729200,31.770000457763672
2022-03-15,405.43463134765625,406.07201611343,398.0617090538704,399.3460013240156,106219100,29.829999923706055
2022-03-16,414.4247741699219,414.4818525293858,404.1312175331335,408.9735876119656,144954800,26.670000076293945
2022-03-17,419.60968017578125,419.60968017578125,412.1130781086404,412.49361024229034,102676900,25.670000076293945
2022-03-18,424.2055358886719,424.5299944783409,417.2391557252776,417.9835087540319,106345500,23.8700008392334
2022-03-21,424.08148193359375,426.056861223839,420.54100720574695,424.03374944960143,88349800,23.530000686645508
2022-03-22,429.0438232421875,429.9885711204509,425.4842730134345,425.4842730134345,74650400,22.940000534057617
2022-03-23,423.5184326171875,427.99410304889057,423.43254909079474,426.48632149177547,79426100,23.56999969482422
2022-03-24,429.9027404785156,429.9122928010245,424.4346183008788,425.5606856854149,64736900,21.670000076293945
2022-03-25,432.0021667480469,432.2789219648752,427.9368385119632,430.5420885837104,77101300,20.809999465942383
2022-03-28,435.0749816894531,435.0749816894531,429.4923200283228,431.4009203143209,68529800,19.6299991607666
2022-03-29,440.4572448730469,440.9534996148351,436.2869576661746,438.99716673457556,86581500,18.899999618530273
2022-03-30,437.737548828125,440.12329952127385,435.60944872558025,439.3025861389053,79666900,19.329999923706055
2022-03-31,431.0001525878906,437.79476529359073,430.5420780115882,436.9645287864238,121699900,20.559999465942383
2022-04-01,432.22161865234375,432.73691974325584,428.61436540131854,432.5937805513358,89048800,19.6299991607666
2022-04-04,435.9242858886719,436.0292740464502,431.5917842853289,432.42202073524425,59601000,18.56999969482422
2022-04-05,430.41802978515625,436.9072596730443,429.26333466607076,434.41655006209146,74214500,21.030000686645508
2022-04-06,426.1141357421875,428.41400283186397,423.20353163844754,426.4672512967876,106898000,22.100000381469727
2022-04-07,428.26129150390625,430.0935607072761,423.2607677608337,425.22662384866436,78097200,21.549999237060547
2022-04-08,427.11614990234375,430.03630620090996,425.5606359079385,427.49786415990144,79272700,21.15999984741211
2022-04-11,419.8157653808594,424.6635976818795,419.30998742943643,423.8142565075086,89770500,24.3700008392334
2022-04-12,418.2602233886719,425.3792943956459,416.69515715434574,422.8313001658836,84363600,24.260000228881836
2022-04-13,423.0508117675781,423.81424026475486,417.8307886020003,418.0121079665926,74070400,21.81999969482422
2022-04-14,417.7830810546875,424.4059265877195,417.678092891693,423.27983024971434,97869500,22.700000762939453
2022-04-18,417.954833984375,419.6534870707048,415.7026705073379,416.84784232588953,66002500,22.170000076293945
2022-04-19,424.7018127441406,425.4270611669706,417.6781474074675,417.8499144715904,77821000,21.3700008392334
2022-04-20,424.38677978515625,427.1160931537803,423.21300932719214,426.4958039272971,65224400,20.31999969482422
2022-04-21,418.040771484375,429.4446712928866,417.12465138499164,428.041848739331,85417300,22.68000030517578
2022-04-22,406.5700988769531,418.05985326357046,405.99751288516734,416.94333824637476,132471800,28.209999084472656
2022-04-25,408.9272155761719,409.0989826342427,399.6991192062634,404.3084057916933,119647700,27.020000457763672
2022-04-26,397.0843200683594,406.57006641065027,397.0556922272028,406.3696423996233,103996300,33.52000045776367
2022-04-27,398.20086669921875,403.59268657073534,396.0441678735454,398.17223885578295,122030000,31.600000381469727
2022-04-28,408.2591552734375,410.00554090140133,398.51575864739607,402.991428795092,105449100,29.989999771118164
2022-04-29,393.1717224121094,406.4078628734496,392.41781702296566,404.2320593609407,145491100,33.400001525878906
2022-05-02,395.5383605957031,396.91255522470885,386.510659661804,393.23849360025514,158312500,32.34000015258789
2022-05-03,397.3515625,399.78501660925104,394.4695569631096,396.0441757522021,100028200,29.25
2022-05-04,409.4520568847656,410.0246428508911,394.8035424391376,398.0195295744463,144247900,25.420000076293945
2022-05-05,394.89898681640625,405.5776090165834,390.72869935512847,405.148162251981,172929100,31.200000762939453
2022-05-06,392.5418395996094,395.8437101273166,387.18822947262265,392.312816871632,151770800,30.190000534057617
2022-05-09,379.97369384765625,387.83711756374765,378.37999982371747,386.5869867289689,155586100,34.75
2022-05-10,380.8516845703125,387.52223402111315,376.77683297323864,386.0049001132154,132497200,32.9900016784668
2022-05-11,374.8013916015625,385.57544867051286,374.0474863131759,379.878275493218,142361000,32.560001373291016
2022-05-12,374.4101867675781,377.71205774428665,367.5487650872153,371.5759136317194,125090800,31.770000457763672
2022-05-13,383.3614501953125,384.7547202336246,377.5306612448185,378.5803972146134,104174400,28.8700008392334
2022-05-16,381.80596923828125,385.5086587293736,379.4297710240512,381.701010193717,78622400,27.469999313354492
2022-05-17,389.65985107421875,389.89842611590467,384.1821483135186,387.9516456213275,83029700,26.100000381469727
2022-05-18,373.95208740234375,385.34643488221496,372.70195638657134,385.0601564522414,117674500,30.959999084472656
2022-05-19,371.66180419921875,376.12795194712874,369.4191925639424,370.8601954041927,98510700,29.350000381469727
2022-05-20,371.8240051269531,378.8858210395479,363.14941948778915,375.27856731709426,131432200,29.43000030517578
2022-05-23,378.7808532714844,379.5538341140032,372.53972172547,374.87773977302686,76414900,28.479999542236328
2022-05-24,375.8893737792969,377.0917724005109,369.27605030941186,374.6201380220428,91448800,29.450000762939453
2022-05-25,379.21026611328125,381.1952268396874,373.9807196518343,374.38150942730897,91472900,28.3700008392334
2022-05-26,386.7873840332031,388.438333745229,380.2408991090227,380.450846302905,82168300,27.5
2022-05-27,396.28271484375,396.3972262093734,389.06820758016215,389.26860247000315,84768700,25.719999313354492
2022-05-31,394.05914306640625,397.42782133794896,391.2916785324272,394.65080448339637,95937000,26.190000534057617
2022-06-01,390.871826171875,397.2179168518006,388.33338407531835,396.19683774314933,86585800,25.690000534057617
2022-06-02,398.3153991699219,398.3631025337092,388.4383856625304,390.70962493911514,79609600,24.719999313354492
2022-06-03,391.7784423828125,395.1184933395996,390.79551426616104,393.5534269122686,71874300,24.790000915527344
2022-06-06,392.97125244140625,397.57095686147466,391.7879004954224,395.82460046541917,57508900,25.06999969482422
2022-06-07,396.7407531738281,397.198827751018,388.9822879400758,389.44991483853966,59272400,24.020000457763672
2022-06-08,392.4273681640625,396.81715534217307,391.6257594116493,395.0135138070431,64350000,23.959999084472656
2022-06-09,383.0942687988281,392.92354906035405,383.0942687988281,390.63323443972894,86289800,26.09000015258789
2022-06-10,371.9862060546875,377.6929317310131,371.9385026938927,376.8340673761907,132893900,27.75
2022-06-13,357.8625793457031,364.3613614567866,356.2402573368301,362.4909411964938,170004900,34.02000045776367
2022-06-14,356.7842102050781,360.66821899868324,353.6541067219723,359.62803527808586,104011800,32.689998626708984
2022-06-15,361.87066650390625,366.3558602058252,355.11420442404216,360.11472841546015,125666800,29.6200008392334
2022-06-16,349.8941345214844,353.9880902064775,347.44157621413234,353.57774814279935,134473300,32.95000076293945
2022-06-17,350.6484069824219,354.0220725665217,347.11185521752503,350.31298253972477,111113900,31.1299991607666
2022-06-21,359.47552490234375,360.8748135269164,356.3510582726465,356.4277484499762,76811900,30.190000534057617
2022-06-22,358.8238220214844,362.9737786719603,354.78884214510737,355.2105503946514,90059400,28.950000762939453
2022-06-23,362.3411560058594,363.07913069539904,357.38612877130987,360.9802126304766,79292100,29.049999237060547
2022-06-24,373.8614196777344,373.871013261912,365.51356825528467,365.54231975908544,98050300,27.229999542236328
2022-06-27,372.433349609375,375.08816907581837,371.3311697207152,374.7910604775378,66009600,26.950000762939453
2022-06-28,364.82354736328125,376.8134231374176,364.7085413340666,374.0052520120618,86548900,28.360000610351562
2022-06-29,364.5264587402344,366.376207392154,362.68630367418854,365.3794689183531,65676000,28.15999984741211
2022-06-30,361.5649108886719,364.8331353292832,357.0699067407734,360.59689474313205,112508300,28.709999084472656
2022-07-01,365.38897705078125,365.82987245083206,358.25831145704467,360.9035668624178,74839700,26.700000762939453
2022-07-05,366.0791015625,366.0982887343967,357.39579482722246,360.251904809751,81438000,27.540000915527344
2022-07-06,367.3154296875,369.82649200256554,363.8171933497468,366.2228139785871,70426200,26.729999542236328
2022-07-07,372.8167724609375,373.62184388034007,367.33459439180444,369.10768193097266,64525900,26.079999923706055
2022-07-08,372.51007080078125,374.3981642189739,369.62520983346485,371.1682559563433,72397800,24.639999389648438
2022-07-11,368.2547302246094,370.7849507074166,367.55507118928006,369.80737017408563,58366900,26.170000076293945
2022-07-12,364.9960021972656,370.1044101431481,363.2325084308412,367.6987604773349,62219200,27.290000915527344
2022-07-13,363.0791931152344,366.0407444632135,359.08258755604106,359.5042958079142,84224600,26.81999969482422
2022-07-14,362.197509765625,363.29009638510695,355.6131507927619,358.0762747918634,89704800,26.399999618530273
2022-07-15,369.1172180175781,369.2322240240445,364.7180627778596,366.64447188363124,79060400,24.229999542236328
2022-07-18,366.0694885253906,372.9126100212118,364.8331153007788,372.23213823037185,63203600,25.299999237060547
2022-07-19,375.9604187011719,376.53547810469183,369.3664958535163,370.0277805315176,78506000,24.5
2022-07-20,378.3564147949219,379.7844841146986,374.77192424136786,376.15205489007207,71843800,23.8799991607666
2022-07-21,382.2093200683594,382.257229494255,375.3470114027863,377.7718191775275,64903900,23.110000610351562
2022-07-22,378.66314697265625,383.5415140516764,376.4204418031425,382.33392157500526,72197300,23.030000686645508
2022-07-25,379.1231994628906,379.98577387251356,376.8613071289796,379.2957084950685,53631500,23.360000610351562
2022-07-26,374.6377868652344,377.67596982554784,373.7368673710051,377.46511570458495,52946400,24.690000534057617
2022-07-27,384.3657531738281,386.1292469978394,377.6663602609532,377.9634688849113,82342100,23.239999771118164
2022-07-28,389.1866455078125,389.88627523863425,381.5959261670075,385.1804463342901,73966600,22.329999923706055
2022-07-29,394.8604736328125,395.85724121543365,389.8575070481192,390.6338269277498,87003700,21.329999923706055
2022-08-01,393.69122314453125,396.2214727339876,391.4197663646128,392.1385832822445,69997500,22.84000015258789
2022-08-02,391.0938415527344,395.8284505407473,389.90540713830745,392.1097669551439,63435400,23.93000030517578
2022-08-03,397.21826171875,398.3971028077951,392.9532694122202,393.2407844952222,67820600,21.950000762939453
2022-08-04,396.9497985839844,397.83153076895087,395.29171738470205,397.14146550523714,45656600,21.440000534057617
2022-08-05,396.2789611816406,396.9306814766419,392.5698707027924,392.62737371419047,56814900,21.149999618530273
2022-08-08,395.81884765625,400.2563479363842,394.70707419037836,397.9848915853387,53886100,21.290000915527344
2022-08-09,394.24713134765625,395.58891710043025,393.1641091601093,395.0809543065681,44931800,21.770000457763672
2022-08-10,402.52783203125,402.67161879652656,399.393801175646,401.36814906614615,68665700,19.739999771118164
2022-08-11,402.52783203125,407.28162840236473,401.7802636964852,405.4030993570733,59489700,20.200000762939453
2022-08-12,409.3423156738281,409.4477281249061,403.5246832253505,404.48310586600627,61694500,19.530000686645508
2022-08-15,411.0290832519531,411.55623320689836,407.05163549502413,407.10913850847487,54048300,19.950000762939453
2022-08-16,411.8341369628906,413.7797333593474,409.13137864404956,409.94604357332554,59289000,19.690000534057617
2022-08-17,408.9109191894531,411.642428933168,406.8886619248883,408.20169595903417,63563400,19.899999618530273
2022-08-18,410.0993957519531,410.7894318364672,407.80875205939617,409.11219255067647,49023200,19.559999465942383
2022-08-19,404.5884704589844,407.57874384814335,403.70670892818333,407.31038672985295,68016900,20.600000381469727
2022-08-22,396.1639709472656,399.8826551591266,395.2534578159519,399.71011686932195,77695600,23.799999237060547
2022-08-23,395.2054748535156,398.14783858435806,394.64957349296776,395.7325954638383,49105200,24.110000610351562
2022-08-24,396.47064208984375,397.8507435588888,394.28543999481735,394.9754761049733,49177800,22.81999969482422
2022-08-25,402.06787109375,402.11578052387506,396.87320777354415,397.97538790504706,50942300,21.780000686645508
2022-08-26,388.45819091796875,402.499073601019,388.40068791234046,401.95279504755007,103087000,25.559999465942383
2022-08-29,385.8896789550781,388.9662071746011,384.5191417177305,385.477564275104,65370800,26.209999084472656
2022-08-30,381.6534423828125,387.29856534431144,379.5353366984595,387.0589597024564,85652400,26.209999084472656
2022-08-31,378.7493591308594,384.5573965674485,378.61519520344876,383.30186555632406,76029700,25.8700008392334
2022-09-01,379.9378356933594,380.2828537316046,373.8230958598955,376.5546056575964,78740100,25.559999465942383
2022-09-02,375.931640625,384.86414554867446,374.1010500983495,383.63736589060966,99632100,25.469999313354492
2022-09-06,374.51318359375,377.73346913831426,372.2704784647713,376.7846402276361,76637400,26.90999984741211
2022-09-07,381.2413330078125,382.0176529583354,373.97650271503744,374.19692118942294,70964200,24.639999389648438
2022-09-08,383.73321533203125,384.1932394249525,377.7334809644864,378.9506962907205,80821700,23.610000610351562
2022-09-09,389.694580078125,390.566748031032,385.72669703404705,385.9950541542698,76706900,22.790000915527344
2022-09-12,393.8829345703125,394.6113451012449,391.4772845001178,391.783986749851,69256300,23.8700008392334
2022-09-13,376.7558898925781,386.3401148745886,375.62495836439695,385.12289958268383,122947100,27.270000457763672
2022-09-14,378.1935729980469,379.72705504505046,374.85825173946927,378.0689733772218,85023700,26.15999984741211
2022-09-15,373.8997497558594,379.49693317799216,372.61546722309515,376.6216659184131,87633800,26.270000457763672
2022-09-16,371.0473327636719,371.71136317944473,367.72718068480765,369.68079869706816,103084800,26.299999237060547
2022-09-19,373.9248046875,373.9248046875,367.7945788352634,367.87158404857314,73278500,25.760000228881836
2022-09-20,369.6326599121094,371.5862485386399,366.85145620574264,370.5661498096465,77274900,27.15999984741211
2022-09-21,363.18487548828125,374.65618458765,363.17524249498234,371.57662235796494,106746600,27.989999771118164
2022-09-22,360.13421630859375,364.06063061557757,359.3835769836313,362.4053709029829,89472600,27.350000381469727
2022-09-23,354.1002197265625,356.6697033623465,349.615620552936,356.63120075580275,122346900,29.920000076293945
2022-09-26,350.5971984863281,356.2751138470263,349.3653794610618,352.61815937576506,92581200,32.2599983215332
2022-09-27,349.70220947265625,356.45796277654676,347.28667766286367,354.16754240423256,108294100,32.599998474121094
2022-09-28,356.5830078125,358.28637328457916,348.9515052362525,350.6645036998461,110802200,30.18000030517578
2022-09-29,349.1344299316406,353.2918008740039,346.16074244160404,353.00310475609075,112952300,31.84000015258789
2022-09-30,343.73553466796875,352.1369430771084,343.60081961938636,348.1816305421331,153711200,31.6200008392334
2022-10-03,352.8106384277344,354.6776183989633,345.689183270215,347.48879102099403,89756500,30.100000381469727
2022-10-04,363.7430419921875,363.7719116040674,352.77214894457154,358.3826922250454,103602800,29.06999969482422
2022-10-05,362.8962707519531,365.1770588876241,356.9873965701822,359.3355569435976,88065700,28.549999237060547
2022-10-06,359.15264892578125,364.4648638546534,358.652203089681,361.48154293464745,82333500,30.520000457763672
2022-10-07,349.1344299316406,359.23920522295987,347.35405888748875,355.0818049117138,107789500,31.360000610351562
2022-10-10,346.4686584472656,350.50094712307487,344.20713710542515,350.26035724680406,76042800,32.45000076293945
2022-10-11,344.2745056152344,349.36539599992454,342.3209168490355,344.75568540364674,92482800,33.630001068115234
2022-10-12,343.1389465332031,346.27624831782265,342.888723631936,344.68836080575585,76991800,33.56999969482422
2022-10-13,352.1947021484375,353.6767439796687,335.0069464624053,336.0655477704276,147254500,31.940000534057617
2022-10-14,344.168701171875,356.32330877460225,343.5239072562565,354.6776525565304,123737000,32.02000045776367
2022-10-17,353.01275634765625,354.12909701053803,343.83183751885736,350.30852821483086,93168200,31.3700008392334
2022-10-18,357.1604919433594,361.31789210184047,353.68635881808774,361.0099300081274,97162900,30.5
2022-10-19,354.6294860839844,357.8533963767061,351.79051372870356,355.10103285468335,79746900,30.760000228881836
2022-10-20,351.65582275390625,358.642562804113,350.88591745740626,354.17720019106514,88283100,29.979999542236328
2022-10-21,360.2015686035156,360.6923520091851,349.8562033143349,351.37671849964545,131038400,29.690000534057617
2022-10-24,364.6091613769531,365.7543716015407,359.0659609197145,361.7413486875514,85436900,29.850000381469727
2022-10-25,370.4314880371094,370.749053798131,364.41674024674387,364.53221870529717,78846300,28.459999084472656
2022-10-26,367.64056396484375,372.9912804112845,366.9957995493151,367.2556260403501,104087300,27.280000686645508
2022-10-27,365.6773986816406,370.50843313307126,365.0518414682574,368.651086218105,81971800,27.389999389648438
2022-10-28,374.37713623046875,374.8583160500195,365.388700725527,365.57155140646705,100302000,25.75
2022-10-31,371.6728515625,373.7804212016479,370.7586276654927,371.89420481868376,96631300,25.8799991607666
2022-11-01,370.0464782714844,375.6955534186053,368.86279483809216,375.4549635345653,85407600,25.809999465942383
2022-11-02,360.7597351074219,374.00181247499194,360.6538896494972,369.44984103766876,126990400,25.860000610351562
2022-11-03,357.0450439453125,360.11497341324537,354.9086044624389,357.4877211372206,87100100,25.299999237060547
2022-11-04,362.18402099609375,364.609156479117,356.07303200546664,362.8095488271917,103505200,24.549999237060547
2022-11-07,365.6485290527344,366.2451872849651,361.39488684633864,363.49282365285416,68286900,24.350000381469727
2022-11-08,367.6213684082031,370.6239256710497,363.5024704814216,366.76485426432373,84641100,25.540000915527344
2022-11-09,360.04754638671875,366.79369554161156,359.5471006757195,365.62921945938615,78495500,26.09000015258789
2022-11-10,379.83367919921875,380.1705109031337,371.1243373389023,373.44359792466923,141455800,23.530000686645508
2022-11-11,383.5098876953125,384.31826613829907,378.79430272456955,380.69978507731844,93839900,22.520000457763672
2022-11-14,380.24749755859375,385.11703449189224,379.96840506811003,381.7295394766488,71903500,23.729999542236328
2022-11-15,383.4906311035156,387.1668514741279,379.64119306992325,386.0505109201203,93194500,24.540000915527344
2022-11-16,380.5650939941406,382.80737881272125,379.9299331698804,381.84501926727535,68508500,24.110000610351562
2022-11-17,379.400634765625,380.0839312190446,375.4549839479505,375.76291669591336,74496300,23.93000030517578
2022-11-18,381.1232604980469,382.8362593631309,378.24581477298864,382.76888714449285,92922500,23.1200008392334
2022-11-21,379.7374572753906,380.9211701132829,377.8801103632461,379.78559287497643,51243200,22.360000610351562
2022-11-22,384.8475341796875,385.01114820679334,380.2763268397176,381.7006293837048,60429000,21.290000915527344
2022-11-23,387.2727355957031,387.7635189859373,384.27978218086406,384.510739070386,68261600,20.350000381469727
2022-11-25,387.18609619140625,387.744281164528,386.4258533094622,386.704916427141,30545400,20.5
2022-11-28,381.0077819824219,385.7233380152527,380.2378767028702,384.06807837532085,67881600,22.209999084472656
2022-11-29,380.3533935546875,382.34545559729514,378.49601721476455,381.14250610275434,52310000,21.889999389648438
2022-11-30,392.334716796875,392.334716796875,378.66922941770156,380.60355205608823,144566700,20.579999923706055
2022-12-01,392.0460205078125,394.5673977161483,389.51501030636837,393.38368495020256,76398200,19.84000015258789
2022-12-02,391.5937805175781,392.5080045913228,387.00333542141345,387.10918088904094,85342700,19.059999465942383
2022-12-05,384.5492248535156,389.6882210027586,383.18269082511097,388.74512749920973,77289800,20.75
2022-12-06,379.00604248046875,384.93418073616976,376.8985021196711,384.38565812195566,77972200,22.170000076293945
2022-12-07,378.3612976074219,380.7479599487779,377.216087352837,378.1495773241654,65927900,22.68000030517578
2022-12-08,381.3253173828125,382.40315531955406,378.46710850429406,380.2667454320792,60737900,22.290000915527344
2022-12-09,378.4767761230469,382.6534131944696,378.35166467807164,380.07429655718465,81447700,22.829999923706055
2022-12-12,383.9333190917969,383.9333190917969,378.60183944931725,379.275473451353,75405800,25.0
2022-12-13,386.83966064453125,395.0389532502856,384.0488238871105,394.7791267505234,123782500,22.549999237060547
2022-12-14,384.36639404296875,390.23679310525836,381.3927065914141,386.4932004010938,108111300,21.139999389648438
2022-12-15,374.96417236328125,380.3726285688953,373.2896760719886,379.45837520934816,117705900,22.829999923706055
2022-12-16,370.5372619628906,373.73729710162263,368.3813643429184,372.38381282151227,119858000,22.6200008392334
2022-12-19,367.3952331542969,371.06900993855896,365.7130476474145,370.7306314907823,79878100,22.420000076293945
2022-12-20,367.89794921875,369.53180746862347,365.2973123359925,366.63147156997127,74427200,21.479999542236328
2022-12-21,373.39892578125,374.53971749870686,369.9765211251368,370.5179148047347,78167400,20.06999969482422
2022-12-22,368.0719909667969,373.3795966336273,362.31964585149734,370.3245723752597,100120900,21.969999313354492
2022-12-23,370.1892395019531,370.3342504077494,365.4713546750832,367.03753146517226,59857300,20.8700008392334
2022-12-27,368.72943115234375,370.42129406488414,367.0375682398033,370.0732678561033,51638200,21.649999618530273
2022-12-28,364.1468811035156,370.65331259779833,363.9148636487998,368.6617212644201,70911500,22.139999389648438
2022-12-29,370.70166015625,371.5814323921783,366.4864893062941,367.0182353409745,66970900,21.440000534057617
2022-12-30,369.72515869140625,369.870169590767,365.8580440218217,367.9946461194625,84022200,21.670000076293945
2023-01-03,368.168701171875,373.5923159524912,365.27801256426113,371.60075403090605,74850700,22.899999618530273
2023-01-04,371.0110168457031,373.0605830436403,367.3759193603078,370.45026865721354,85934100,22.010000228881836
2023-01-05,366.7765197753906,369.1547871931726,366.1771216826261,369.03877846602404,76970500,22.459999084472656
2023-01-06,375.18743896484375,376.31858294725674,366.8054847376711,369.8991586614532,104189600,21.1299991607666
2023-01-09,374.97479248046875,380.6208063538123,374.7911316610883,377.40141658848563,73978100,21.969999313354492
2023-01-10,377.6044616699219,377.67214326878354,373.43764728141673,374.3851011542346,65358100,20.579999923706055
2023-01-11,382.3802795410156,382.45763835481114,378.3778312875124,379.19959903756825,68881100,21.09000015258789
2023-01-12,383.7724609375,385.2516311546542,379.3833069228364,383.49211635979185,90157700,18.829999923706055
2023-01-13,385.26129150390625,385.84136459387025,380.2727101362045,380.5434069776886,63903900,18.350000381469727
2023-01-17,384.5555725097656,386.93386947587715,383.86916785877213,385.24200666450514,62677300,19.360000610351562
2023-01-18,378.4842224121094,386.8275281643932,378.28120712545837,385.7544178597761,99632300,20.34000015258789
2023-01-19,375.7289123535156,378.0878253901528,374.3947529409015,376.42496473879623,86958900,20.520000457763672
2023-01-20,382.7284240722656,382.8831122320352,375.4775825416566,377.1404433794929,91806400,19.850000381469727
2023-01-23,387.32061767578125,389.2735003429258,382.5737299538922,383.5405088095825,84178800,19.809999465942383
2023-01-24,386.9048767089844,387.82329884097453,384.4299254107055,385.6287216478806,59524900,19.200000762939453
2023-01-25,387.0498352050781,387.38821363050886,380.48539996519565,382.7960150812505,84800300,19.079999923706055
2023-01-26,391.3037414550781,391.4681068420332,386.7405440805663,389.73756443100297,72287400,18.729999542236328
2023-01-27,392.2027893066406,394.6004111857318,390.03721438600695,390.2499068874082,68346200,18.510000228881836
2023-01-30,387.2818908691406,391.6710745979234,386.9821918208505,389.41846361771564,74202000,19.940000534057617
2023-01-31,392.9762268066406,393.0245539413983,387.4558990435297,387.8039547265191,86811800,19.399999618530273
2023-02-01,397.1526794433594,399.92735910448135,388.98341710417714,391.74839003332494,101459200,17.8700008392334
2023-02-02,402.9340515136719,404.41322184036386,399.1636202401184,401.0778233077513,101654500,18.729999542236328
2023-02-03,398.65118408203125,403.11769674520224,397.4330335361689,397.91642286341676,94736800,18.329999923706055
2023-02-06,396.2148742675781,397.62639231476203,394.54236611451677,396.17622436494423,60295300,19.43000030517578
2023-02-07,401.3968811035156,402.6536817068585,394.03003157419744,395.28683217754036,90990700,18.65999984741211
